,calldate,callcount
822,2016-02-08 03:00:00,4
823,2016-02-08 04:00:00,5
824,2016-02-08 05:00:00,7
825,2016-02-08 06:00:00,24
826,2016-02-08 07:00:00,21
827,2016-02-08 08:00:00,58
828,2016-02-08 09:00:00,111
829,2016-02-08 10:00:00,75
830,2016-02-08 11:00:00,37
831,2016-02-08 12:00:00,58
832,2016-02-08 13:00:00,47
833,2016-02-08 14:00:00,36
834,2016-02-08 15:00:00,95
835,2016-02-08 16:00:00,95
836,2016-02-08 17:00:00,7
837,2016-02-08 18:00:00,26
838,2016-02-08 19:00:00,46
839,2016-02-08 20:00:00,63
840,2016-02-08 21:00:00,59
841,2016-02-08 22:00:00,21
842,2016-02-08 23:00:00,41
843,2016-02-09 00:00:00,21
844,2016-02-09 01:00:00,27
845,2016-02-09 02:00:00,14
846,2016-02-09 03:00:00,9
847,2016-02-09 05:00:00,8
848,2016-02-09 06:00:00,19
849,2016-02-09 07:00:00,16
850,2016-02-09 09:00:00,21
851,2016-02-09 12:00:00,3
852,2016-02-09 13:00:00,80
853,2016-02-09 14:00:00,27
854,2016-02-09 15:00:00,37
855,2016-02-09 16:00:00,108
856,2016-02-09 17:00:00,79
857,2016-02-09 18:00:00,50
858,2016-02-09 19:00:00,61
859,2016-02-09 20:00:00,14
860,2016-02-09 21:00:00,20
861,2016-02-09 22:00:00,10
862,2016-02-09 23:00:00,48
863,2016-02-10 00:00:00,71
864,2016-02-10 05:00:00,2
865,2016-02-10 06:00:00,61
866,2016-02-10 07:00:00,30
867,2016-02-10 08:00:00,40
868,2016-02-10 09:00:00,36
869,2016-02-10 10:00:00,62
870,2016-02-10 12:00:00,3
871,2016-02-10 13:00:00,55
872,2016-02-10 14:00:00,15
873,2016-02-10 15:00:00,37
874,2016-02-10 16:00:00,74
875,2016-02-10 17:00:00,93
876,2016-02-10 18:00:00,70
877,2016-02-10 19:00:00,75
878,2016-02-10 20:00:00,54
879,2016-02-10 21:00:00,51
880,2016-02-10 22:00:00,42
881,2016-02-10 23:00:00,88
882,2016-02-11 00:00:00,41
883,2016-02-11 01:00:00,11
884,2016-02-11 02:00:00,1
885,2016-02-11 03:00:00,2
886,2016-02-11 04:00:00,8
887,2016-02-11 05:00:00,22
888,2016-02-11 06:00:00,44
889,2016-02-11 07:00:00,40
890,2016-02-11 08:00:00,45
891,2016-02-11 09:00:00,86
892,2016-02-11 10:00:00,26
893,2016-02-11 11:00:00,77
894,2016-02-11 12:00:00,64
895,2016-02-11 13:00:00,61
896,2016-02-11 14:00:00,28
897,2016-02-11 15:00:00,52
898,2016-02-11 16:00:00,60
899,2016-02-11 17:00:00,53
900,2016-02-11 18:00:00,54
901,2016-02-11 19:00:00,44
902,2016-02-11 20:00:00,31
903,2016-02-11 21:00:00,35
904,2016-02-11 22:00:00,54
905,2016-02-11 23:00:00,66
906,2016-02-12 00:00:00,36
907,2016-02-12 01:00:00,18
908,2016-02-12 02:00:00,9
909,2016-02-12 03:00:00,2
910,2016-02-12 04:00:00,3
911,2016-02-12 05:00:00,3
912,2016-02-12 06:00:00,26
913,2016-02-12 07:00:00,28
914,2016-02-12 08:00:00,57
915,2016-02-12 09:00:00,83
916,2016-02-12 10:00:00,51
917,2016-02-12 11:00:00,75
918,2016-02-12 12:00:00,96
919,2016-02-12 13:00:00,72
920,2016-02-12 14:00:00,27
921,2016-02-12 15:00:00,84
922,2016-02-12 16:00:00,94
923,2016-02-12 17:00:00,46
924,2016-02-12 18:00:00,49
925,2016-02-12 19:00:00,48
926,2016-02-12 20:00:00,30
927,2016-02-12 21:00:00,40
928,2016-02-12 22:00:00,25
929,2016-02-12 23:00:00,26
930,2016-02-13 01:00:00,5
931,2016-02-13 02:00:00,1
932,2016-02-13 08:00:00,7
933,2016-02-13 09:00:00,105
934,2016-02-13 10:00:00,93
935,2016-02-13 11:00:00,79
936,2016-02-13 12:00:00,81
937,2016-02-13 13:00:00,59
938,2016-02-13 14:00:00,43
939,2016-02-13 15:00:00,85
940,2016-02-13 16:00:00,88
941,2016-02-13 18:00:00,1
942,2016-02-13 20:00:00,28
943,2016-02-13 21:00:00,19
944,2016-02-13 22:00:00,42
945,2016-02-13 23:00:00,4
946,2016-02-14 00:00:00,25
947,2016-02-14 08:00:00,4
948,2016-02-14 09:00:00,34
949,2016-02-14 10:00:00,43
950,2016-02-14 11:00:00,45
951,2016-02-14 12:00:00,31
952,2016-02-14 13:00:00,39
953,2016-02-14 14:00:00,44
954,2016-02-14 15:00:00,37
955,2016-02-14 16:00:00,37
956,2016-02-14 17:00:00,56
957,2016-02-14 18:00:00,26
958,2016-02-14 19:00:00,15
959,2016-02-14 20:00:00,13
960,2016-02-14 21:00:00,47
961,2016-02-14 22:00:00,71
962,2016-02-14 23:00:00,22
963,2016-02-15 00:00:00,46
964,2016-02-15 01:00:00,1
965,2016-02-15 08:00:00,51
966,2016-02-15 09:00:00,100
967,2016-02-15 10:00:00,103
968,2016-02-15 11:00:00,101
969,2016-02-15 12:00:00,88
970,2016-02-15 13:00:00,61
971,2016-02-15 14:00:00,48
972,2016-02-15 15:00:00,64
973,2016-02-15 16:00:00,89
974,2016-02-15 17:00:00,60
975,2016-02-15 18:00:00,58
976,2016-02-15 19:00:00,37
977,2016-02-15 20:00:00,50
978,2016-02-15 21:00:00,27
979,2016-02-15 22:00:00,17
980,2016-02-15 23:00:00,47
981,2016-02-16 00:00:00,59
982,2016-02-16 01:00:00,6
983,2016-02-16 02:00:00,6
984,2016-02-16 03:00:00,1
985,2016-02-16 04:00:00,7
986,2016-02-16 05:00:00,7
987,2016-02-16 06:00:00,28
988,2016-02-16 07:00:00,27
989,2016-02-16 08:00:00,36
990,2016-02-16 09:00:00,122
991,2016-02-16 10:00:00,55
992,2016-02-16 11:00:00,26
993,2016-02-16 12:00:00,62
994,2016-02-16 13:00:00,61
995,2016-02-16 14:00:00,33
996,2016-02-16 15:00:00,83
997,2016-02-16 16:00:00,100
998,2016-02-16 17:00:00,99
999,2016-02-16 18:00:00,37
1000,2016-02-16 19:00:00,2
1001,2016-02-16 20:00:00,16
1002,2016-02-16 21:00:00,31
1003,2016-02-16 22:00:00,30
1004,2016-02-16 23:00:00,35
1005,2016-02-17 00:00:00,31
1006,2016-02-17 01:00:00,8
1007,2016-02-17 02:00:00,10
1008,2016-02-17 03:00:00,9
1009,2016-02-17 04:00:00,5
1010,2016-02-17 05:00:00,5
1011,2016-02-17 06:00:00,8
1012,2016-02-17 07:00:00,27
1013,2016-02-17 08:00:00,27
1014,2016-02-17 09:00:00,100
1015,2016-02-17 10:00:00,52
1016,2016-02-17 11:00:00,92
1017,2016-02-17 12:00:00,55
1018,2016-02-17 13:00:00,53
1019,2016-02-17 14:00:00,24
1020,2016-02-17 15:00:00,48
1021,2016-02-17 16:00:00,73
1022,2016-02-17 17:00:00,42
1023,2016-02-17 18:00:00,47
1024,2016-02-17 19:00:00,58
1025,2016-02-17 20:00:00,55
1026,2016-02-17 21:00:00,15
1027,2016-02-17 22:00:00,45
1028,2016-02-17 23:00:00,26
1029,2016-02-18 00:00:00,64
1030,2016-02-18 01:00:00,4
1031,2016-02-18 02:00:00,10
1032,2016-02-18 03:00:00,5
1033,2016-02-18 04:00:00,4
1034,2016-02-18 05:00:00,2
1035,2016-02-18 06:00:00,61
1036,2016-02-18 07:00:00,44
1037,2016-02-18 08:00:00,66
1038,2016-02-18 09:00:00,41
1039,2016-02-18 10:00:00,88
1040,2016-02-18 11:00:00,81
1041,2016-02-18 12:00:00,81
1042,2016-02-18 13:00:00,80
1043,2016-02-18 14:00:00,3
1044,2016-02-18 15:00:00,11
1045,2016-02-18 16:00:00,82
1046,2016-02-18 17:00:00,50
1047,2016-02-18 18:00:00,84
1048,2016-02-18 19:00:00,89
1049,2016-02-18 20:00:00,63
1050,2016-02-18 21:00:00,27
1051,2016-02-18 22:00:00,57
1052,2016-02-18 23:00:00,70
1053,2016-02-19 00:00:00,55
1054,2016-02-19 01:00:00,30
1055,2016-02-19 02:00:00,27
1056,2016-02-19 03:00:00,9
1057,2016-02-19 04:00:00,2
1058,2016-02-19 05:00:00,7
1059,2016-02-19 06:00:00,53
1060,2016-02-19 07:00:00,18
1061,2016-02-19 08:00:00,50
1062,2016-02-19 09:00:00,113
1063,2016-02-19 10:00:00,55
1064,2016-02-19 11:00:00,117
1065,2016-02-19 12:00:00,79
1066,2016-02-19 13:00:00,21
1067,2016-02-19 14:00:00,37
1068,2016-02-19 15:00:00,39
1069,2016-02-19 16:00:00,70
1070,2016-02-19 17:00:00,61
1071,2016-02-19 18:00:00,60
1072,2016-02-19 19:00:00,45
1073,2016-02-19 20:00:00,42
1074,2016-02-19 21:00:00,61
1075,2016-02-19 22:00:00,32
1076,2016-02-19 23:00:00,48
1077,2016-02-20 01:00:00,11
1078,2016-02-20 02:00:00,1
1079,2016-02-20 07:00:00,1
1080,2016-02-20 08:00:00,9
1081,2016-02-20 09:00:00,87
1082,2016-02-20 10:00:00,50
1083,2016-02-20 11:00:00,74
1084,2016-02-20 12:00:00,69
1085,2016-02-20 13:00:00,75
1086,2016-02-20 14:00:00,40
1087,2016-02-20 15:00:00,90
1088,2016-02-20 16:00:00,26
1089,2016-02-20 17:00:00,49
1090,2016-02-20 18:00:00,5
1091,2016-02-20 20:00:00,3
1092,2016-02-20 21:00:00,10
1093,2016-02-20 22:00:00,17
1094,2016-02-20 23:00:00,11
1095,2016-02-21 00:00:00,45
1096,2016-02-21 08:00:00,7
1097,2016-02-21 09:00:00,72
1098,2016-02-21 10:00:00,83
1099,2016-02-21 11:00:00,76
1100,2016-02-21 12:00:00,57
1101,2016-02-21 13:00:00,76
1102,2016-02-21 14:00:00,41
1103,2016-02-21 15:00:00,78
1104,2016-02-21 16:00:00,70
1105,2016-02-21 17:00:00,54
1106,2016-02-21 18:00:00,35
1107,2016-02-21 19:00:00,27
1108,2016-02-21 20:00:00,15
1109,2016-02-21 21:00:00,45
1110,2016-02-21 22:00:00,45
1111,2016-02-21 23:00:00,40
1112,2016-02-22 00:00:00,34
1113,2016-02-22 01:00:00,8
1114,2016-02-22 02:00:00,6
1115,2016-02-22 03:00:00,16
1116,2016-02-22 04:00:00,1
1117,2016-02-22 06:00:00,4
1118,2016-02-22 07:00:00,13
1119,2016-02-22 08:00:00,27
1120,2016-02-22 09:00:00,62
1121,2016-02-22 10:00:00,55
1122,2016-02-22 11:00:00,103
1123,2016-02-22 12:00:00,71
1124,2016-02-22 13:00:00,83
1125,2016-02-22 14:00:00,38
1126,2016-02-22 15:00:00,37
1127,2016-02-22 16:00:00,95
1128,2016-02-22 17:00:00,57
1129,2016-02-22 18:00:00,26
1130,2016-02-22 19:00:00,27
1131,2016-02-22 20:00:00,32
1132,2016-02-22 21:00:00,25
1133,2016-02-22 22:00:00,26
1134,2016-02-22 23:00:00,24
1135,2016-02-23 00:00:00,55
1136,2016-02-23 01:00:00,22
1137,2016-02-23 02:00:00,4
1138,2016-02-23 09:00:00,32
1139,2016-02-23 10:00:00,57
1140,2016-02-23 11:00:00,100
1141,2016-02-23 12:00:00,107
1142,2016-02-23 13:00:00,63
1143,2016-02-23 14:00:00,27
1144,2016-02-23 15:00:00,42
1145,2016-02-23 16:00:00,29
1146,2016-02-23 17:00:00,46
1147,2016-02-23 18:00:00,50
1148,2016-02-23 19:00:00,53
1149,2016-02-23 20:00:00,65
1150,2016-02-23 21:00:00,47
1151,2016-02-23 22:00:00,31
1152,2016-02-23 23:00:00,69
1153,2016-02-24 01:00:00,20
1154,2016-02-24 02:00:00,23
1155,2016-02-24 03:00:00,7
1156,2016-02-24 04:00:00,2
1157,2016-02-24 06:00:00,45
1158,2016-02-24 07:00:00,15
1159,2016-02-24 08:00:00,15
1160,2016-02-24 09:00:00,52
1161,2016-02-24 10:00:00,27
1162,2016-02-24 11:00:00,29
1163,2016-02-24 12:00:00,55
1164,2016-02-24 13:00:00,41
1165,2016-02-24 14:00:00,30
1166,2016-02-24 15:00:00,39
1167,2016-02-24 16:00:00,26
1168,2016-02-24 17:00:00,52
1169,2016-02-24 18:00:00,26
1170,2016-02-24 19:00:00,37
1171,2016-02-24 20:00:00,27
1172,2016-02-24 21:00:00,36
1173,2016-02-24 22:00:00,30
1174,2016-02-24 23:00:00,59
1175,2016-02-25 00:00:00,42
1176,2016-02-25 09:00:00,39
1177,2016-02-25 10:00:00,53
1178,2016-02-25 11:00:00,55
1179,2016-02-25 12:00:00,80
1180,2016-02-25 13:00:00,53
1181,2016-02-25 14:00:00,19
1182,2016-02-25 15:00:00,55
1183,2016-02-25 16:00:00,34
1184,2016-02-25 17:00:00,43
1185,2016-02-25 18:00:00,28
1186,2016-02-25 21:00:00,26
1187,2016-02-25 22:00:00,7
1188,2016-02-25 23:00:00,35
1189,2016-02-26 00:00:00,18
1190,2016-02-26 01:00:00,7
1191,2016-02-26 02:00:00,4
1192,2016-02-26 04:00:00,1
1193,2016-02-26 05:00:00,2
1194,2016-02-26 06:00:00,20
1195,2016-02-26 07:00:00,14
1196,2016-02-26 08:00:00,46
1197,2016-02-26 09:00:00,73
1198,2016-02-26 10:00:00,65
1199,2016-02-26 11:00:00,101
1200,2016-02-26 12:00:00,91
1201,2016-02-26 13:00:00,85
1202,2016-02-26 14:00:00,23
1203,2016-02-26 15:00:00,72
1204,2016-02-26 16:00:00,104
1205,2016-02-26 17:00:00,61
1206,2016-02-26 18:00:00,43
1207,2016-02-26 19:00:00,47
1208,2016-02-26 20:00:00,41
1209,2016-02-26 21:00:00,41
1210,2016-02-26 22:00:00,40
1211,2016-02-26 23:00:00,32
1212,2016-02-27 00:00:00,47
1213,2016-02-27 01:00:00,18
1214,2016-02-27 02:00:00,5
1215,2016-02-27 03:00:00,1
1216,2016-02-27 04:00:00,4
1217,2016-02-27 05:00:00,31
1218,2016-02-27 06:00:00,34
1219,2016-02-27 07:00:00,12
1220,2016-02-27 08:00:00,1
1221,2016-02-27 09:00:00,75
1222,2016-02-27 10:00:00,54
1223,2016-02-27 11:00:00,35
1224,2016-02-27 12:00:00,49
1225,2016-02-27 13:00:00,35
1226,2016-02-27 14:00:00,21
1227,2016-02-27 15:00:00,34
1228,2016-02-27 16:00:00,34
1229,2016-02-27 17:00:00,60
1230,2016-02-27 18:00:00,62
1231,2016-02-27 19:00:00,47
1232,2016-02-27 20:00:00,18
1233,2016-02-27 21:00:00,26
1234,2016-02-27 22:00:00,28
1235,2016-02-27 23:00:00,39
1236,2016-02-28 01:00:00,24
1237,2016-02-28 02:00:00,12
1238,2016-02-28 03:00:00,8
1239,2016-02-28 10:00:00,18
1240,2016-02-28 11:00:00,36
1241,2016-02-28 12:00:00,61
1242,2016-02-28 13:00:00,74
1243,2016-02-28 14:00:00,28
1244,2016-02-28 15:00:00,39
1245,2016-02-28 16:00:00,66
1246,2016-02-28 17:00:00,87
1247,2016-02-28 18:00:00,37
1248,2016-03-01 00:00:00,73
1249,2016-03-01 14:00:00,19
1250,2016-03-01 15:00:00,32
1251,2016-03-01 16:00:00,73
1252,2016-03-01 17:00:00,85
1253,2016-03-01 18:00:00,92
1254,2016-03-01 19:00:00,91
1255,2016-03-01 20:00:00,61
1256,2016-03-01 21:00:00,55
1257,2016-03-01 22:00:00,45
1258,2016-03-01 23:00:00,91
1259,2016-03-02 00:00:00,33
1260,2016-03-02 01:00:00,20
1261,2016-03-02 02:00:00,40
1262,2016-03-02 03:00:00,1
1263,2016-03-02 04:00:00,7
1264,2016-03-02 05:00:00,6
1265,2016-03-02 06:00:00,38
1266,2016-03-02 07:00:00,36
1267,2016-03-02 08:00:00,41
1268,2016-03-02 09:00:00,78
1269,2016-03-02 10:00:00,49
1270,2016-03-02 11:00:00,71
1271,2016-03-02 12:00:00,50
1272,2016-03-02 13:00:00,50
1273,2016-03-02 14:00:00,20
1274,2016-03-02 15:00:00,76
1275,2016-03-02 16:00:00,59
1276,2016-03-02 17:00:00,34
1277,2016-03-02 18:00:00,45
1278,2016-03-02 19:00:00,23
1279,2016-03-02 20:00:00,26
1280,2016-03-02 21:00:00,13
1281,2016-03-02 22:00:00,46
1282,2016-03-02 23:00:00,43
1283,2016-03-03 00:00:00,88
1284,2016-03-03 01:00:00,10
1285,2016-03-03 02:00:00,17
1286,2016-03-03 03:00:00,1
1287,2016-03-03 05:00:00,4
1288,2016-03-03 06:00:00,17
1289,2016-03-03 07:00:00,40
1290,2016-03-03 08:00:00,17
1291,2016-03-03 09:00:00,62
1292,2016-03-03 10:00:00,38
1293,2016-03-03 11:00:00,69
1294,2016-03-03 12:00:00,92
1295,2016-03-03 13:00:00,62
1296,2016-03-03 14:00:00,21
1297,2016-03-03 15:00:00,55
1298,2016-03-03 16:00:00,31
1299,2016-03-03 17:00:00,65
1300,2016-03-03 18:00:00,65
1301,2016-03-03 19:00:00,80
1302,2016-03-03 20:00:00,62
1303,2016-03-03 21:00:00,42
1304,2016-03-03 22:00:00,67
1305,2016-03-03 23:00:00,71
1306,2016-03-04 00:00:00,35
1307,2016-03-04 01:00:00,9
1308,2016-03-04 02:00:00,10
1309,2016-03-04 03:00:00,2
1310,2016-03-04 04:00:00,8
1311,2016-03-04 05:00:00,6
1312,2016-03-04 06:00:00,5
1313,2016-03-04 07:00:00,32
1314,2016-03-04 08:00:00,45
1315,2016-03-04 09:00:00,60
1316,2016-03-04 10:00:00,45
1317,2016-03-04 11:00:00,53
1318,2016-03-04 12:00:00,53
1319,2016-03-04 13:00:00,59
1320,2016-03-04 14:00:00,11
1321,2016-03-04 15:00:00,1
1322,2016-03-04 16:00:00,3
1323,2016-03-04 17:00:00,30
1324,2016-03-04 18:00:00,50
1325,2016-03-04 19:00:00,49
1326,2016-03-04 20:00:00,35
1327,2016-03-04 21:00:00,53
1328,2016-03-04 22:00:00,53
1329,2016-03-04 23:00:00,41
1330,2016-03-05 00:00:00,62
1331,2016-03-05 01:00:00,15
1332,2016-03-05 02:00:00,5
1333,2016-03-05 03:00:00,11
1334,2016-03-05 04:00:00,2
1335,2016-03-05 05:00:00,4
1336,2016-03-05 06:00:00,34
1337,2016-03-05 07:00:00,34
1338,2016-03-05 08:00:00,31
1339,2016-03-05 09:00:00,31
1340,2016-03-05 10:00:00,30
1341,2016-03-05 11:00:00,32
1342,2016-03-05 12:00:00,42
1343,2016-03-05 13:00:00,36
1344,2016-03-05 14:00:00,15
1345,2016-03-05 15:00:00,8
1346,2016-03-05 16:00:00,41
1347,2016-03-05 17:00:00,57
1348,2016-03-05 18:00:00,75
1349,2016-03-05 19:00:00,96
1350,2016-03-05 20:00:00,54
1351,2016-03-05 21:00:00,28
1352,2016-03-05 22:00:00,57
1353,2016-03-05 23:00:00,60
1354,2016-03-06 01:00:00,17
1355,2016-03-06 02:00:00,7
1356,2016-03-06 03:00:00,12
1357,2016-03-06 04:00:00,7
1358,2016-03-06 05:00:00,5
1359,2016-03-06 06:00:00,6
1360,2016-03-06 07:00:00,17
1361,2016-03-06 08:00:00,49
1362,2016-03-06 09:00:00,38
1363,2016-03-06 10:00:00,50
1364,2016-03-06 11:00:00,15
1365,2016-03-06 15:00:00,36
1366,2016-03-06 16:00:00,57
1367,2016-03-06 17:00:00,20
1368,2016-03-06 18:00:00,26
1369,2016-03-06 19:00:00,34
1370,2016-03-06 20:00:00,5
1371,2016-03-07 00:00:00,8
1372,2016-03-07 08:00:00,16
1373,2016-03-07 09:00:00,95
1374,2016-03-07 10:00:00,94
1375,2016-03-07 11:00:00,87
1376,2016-03-07 12:00:00,77
1377,2016-03-07 13:00:00,44
1378,2016-03-07 14:00:00,25
1379,2016-03-07 15:00:00,52
1380,2016-03-07 16:00:00,63
1381,2016-03-07 17:00:00,60
1382,2016-03-07 18:00:00,65
1383,2016-03-07 19:00:00,18
1384,2016-03-07 20:00:00,27
1385,2016-03-07 21:00:00,29
1386,2016-03-07 22:00:00,22
1387,2016-03-07 23:00:00,34
1388,2016-03-08 00:00:00,58
1389,2016-03-08 09:00:00,28
1390,2016-03-08 10:00:00,100
1391,2016-03-08 11:00:00,65
1392,2016-03-08 12:00:00,53
1393,2016-03-08 13:00:00,48
1394,2016-03-08 14:00:00,23
1395,2016-03-08 15:00:00,51
1396,2016-03-08 16:00:00,58
1397,2016-03-08 17:00:00,74
1398,2016-03-08 18:00:00,65
1399,2016-03-08 19:00:00,39
1400,2016-03-08 20:00:00,39
1401,2016-03-08 21:00:00,25
1402,2016-03-08 22:00:00,52
1403,2016-03-08 23:00:00,79
1404,2016-03-09 01:00:00,19
1405,2016-03-09 02:00:00,11
1406,2016-03-09 10:00:00,40
1407,2016-03-09 11:00:00,33
1408,2016-03-09 13:00:00,51
1409,2016-03-09 14:00:00,30
1410,2016-03-09 15:00:00,3
1411,2016-03-09 16:00:00,32
1412,2016-03-09 17:00:00,46
1413,2016-03-09 18:00:00,56
1414,2016-03-09 19:00:00,55
1415,2016-03-09 20:00:00,25
1416,2016-03-09 21:00:00,27
1417,2016-03-10 00:00:00,39
1418,2016-03-10 10:00:00,9
1419,2016-03-10 11:00:00,19
1420,2016-03-10 12:00:00,39
1421,2016-03-10 13:00:00,41
1422,2016-03-10 14:00:00,36
1423,2016-03-10 15:00:00,85
1424,2016-03-10 16:00:00,71
1425,2016-03-10 17:00:00,82
1426,2016-03-10 18:00:00,88
1427,2016-03-10 19:00:00,38
1428,2016-03-10 20:00:00,59
1429,2016-03-10 21:00:00,40
1430,2016-03-10 22:00:00,30
1431,2016-03-10 23:00:00,65
1432,2016-03-11 00:00:00,81
1433,2016-03-11 01:00:00,12
1434,2016-03-11 02:00:00,8
1435,2016-03-11 03:00:00,12
1436,2016-03-11 04:00:00,5
1437,2016-03-11 05:00:00,5
1438,2016-03-11 06:00:00,53
1439,2016-03-11 07:00:00,31
1440,2016-03-11 08:00:00,73
1441,2016-03-11 09:00:00,30
1442,2016-03-11 10:00:00,2
1443,2016-03-11 11:00:00,48
1444,2016-03-11 12:00:00,89
1445,2016-03-11 13:00:00,58
1446,2016-03-11 14:00:00,21
1447,2016-03-11 15:00:00,48
1448,2016-03-11 16:00:00,69
1449,2016-03-11 17:00:00,47
1450,2016-03-11 18:00:00,69
1451,2016-03-11 19:00:00,82
1452,2016-03-11 20:00:00,62
1453,2016-03-11 21:00:00,61
1454,2016-03-11 22:00:00,72
1455,2016-03-11 23:00:00,59
1456,2016-03-12 01:00:00,22
1457,2016-03-12 02:00:00,5
1458,2016-03-12 03:00:00,6
1459,2016-03-12 04:00:00,4
1460,2016-03-12 05:00:00,5
1461,2016-03-12 06:00:00,12
1462,2016-03-12 07:00:00,29
1463,2016-03-12 08:00:00,43
1464,2016-03-12 09:00:00,85
1465,2016-03-12 10:00:00,75
1466,2016-03-12 11:00:00,56
1467,2016-03-12 12:00:00,106
1468,2016-03-12 13:00:00,119
1469,2016-03-12 14:00:00,33
1470,2016-03-12 15:00:00,53
1471,2016-03-12 16:00:00,58
1472,2016-03-12 17:00:00,100
1473,2016-03-12 18:00:00,59
1474,2016-03-12 19:00:00,36
1475,2016-03-12 20:00:00,1
1476,2016-03-14 00:00:00,58
1477,2016-03-14 11:00:00,55
1478,2016-03-14 12:00:00,91
1479,2016-03-14 13:00:00,48
1480,2016-03-14 14:00:00,30
1481,2016-03-14 15:00:00,110
1482,2016-03-14 16:00:00,113
1483,2016-03-14 17:00:00,95
1484,2016-03-14 18:00:00,59
1485,2016-03-14 19:00:00,23
1486,2016-03-14 20:00:00,27
1487,2016-03-14 21:00:00,39
1488,2016-03-14 22:00:00,3
1489,2016-03-14 23:00:00,12
1490,2016-03-15 00:00:00,56
1491,2016-03-15 01:00:00,8
1492,2016-03-15 02:00:00,12
1493,2016-03-15 03:00:00,7
1494,2016-03-15 04:00:00,6
1495,2016-03-15 05:00:00,2
1496,2016-03-15 06:00:00,44
1497,2016-03-15 07:00:00,28
1498,2016-03-15 08:00:00,41
1499,2016-03-15 09:00:00,61
1500,2016-03-15 10:00:00,52
1501,2016-03-15 11:00:00,94
1502,2016-03-15 12:00:00,46
1503,2016-03-15 13:00:00,38
1504,2016-03-15 14:00:00,13
1505,2016-03-15 15:00:00,10
1506,2016-03-15 16:00:00,77
1507,2016-03-15 17:00:00,58
1508,2016-03-15 18:00:00,35
1509,2016-03-15 19:00:00,22
1510,2016-03-15 20:00:00,22
1511,2016-03-15 23:00:00,1
1512,2016-03-16 00:00:00,57
1513,2016-03-16 01:00:00,5
1514,2016-03-16 02:00:00,4
1515,2016-03-16 03:00:00,5
1516,2016-03-16 04:00:00,27
1517,2016-03-16 05:00:00,7
1518,2016-03-16 06:00:00,25
1519,2016-03-16 07:00:00,34
1520,2016-03-16 08:00:00,43
1521,2016-03-16 09:00:00,50
1522,2016-03-16 10:00:00,30
1523,2016-03-16 11:00:00,44
1524,2016-03-16 12:00:00,126
1525,2016-03-16 13:00:00,51
1526,2016-03-16 14:00:00,27
1527,2016-03-16 15:00:00,79
1528,2016-03-16 16:00:00,50
1529,2016-03-16 17:00:00,54
1530,2016-03-16 18:00:00,51
1531,2016-03-16 19:00:00,64
1532,2016-03-16 20:00:00,35
1533,2016-03-16 21:00:00,65
1534,2016-03-16 22:00:00,35
1535,2016-03-16 23:00:00,75
1536,2016-03-17 00:00:00,95
1537,2016-03-17 01:00:00,11
1538,2016-03-17 02:00:00,13
1539,2016-03-17 03:00:00,11
1540,2016-03-17 04:00:00,4
1541,2016-03-17 05:00:00,2
1542,2016-03-17 06:00:00,36
1543,2016-03-17 07:00:00,47
1544,2016-03-17 08:00:00,34
1545,2016-03-17 09:00:00,64
1546,2016-03-17 10:00:00,40
1547,2016-03-17 11:00:00,17
1548,2016-03-17 12:00:00,5
1549,2016-03-17 13:00:00,33
1550,2016-03-17 14:00:00,31
1551,2016-03-17 15:00:00,56
1552,2016-03-17 16:00:00,76
1553,2016-03-17 17:00:00,87
1554,2016-03-17 18:00:00,81
1555,2016-03-17 19:00:00,86
1556,2016-03-17 20:00:00,48
1557,2016-03-17 21:00:00,42
1558,2016-03-17 22:00:00,56
1559,2016-03-17 23:00:00,47
1560,2016-03-18 00:00:00,78
1561,2016-03-18 01:00:00,17
1562,2016-03-18 02:00:00,16
1563,2016-03-18 03:00:00,8
1564,2016-03-18 04:00:00,3
1565,2016-03-18 05:00:00,4
1566,2016-03-18 06:00:00,31
1567,2016-03-18 07:00:00,26
1568,2016-03-18 08:00:00,58
1569,2016-03-18 09:00:00,32
1570,2016-03-18 10:00:00,14
1571,2016-03-18 11:00:00,13
1572,2016-03-18 12:00:00,6
1573,2016-03-18 13:00:00,11
1574,2016-03-18 14:00:00,19
1575,2016-03-18 15:00:00,35
1576,2016-03-18 16:00:00,44
1577,2016-03-18 17:00:00,61
1578,2016-03-18 18:00:00,74
1579,2016-03-18 19:00:00,44
1580,2016-03-18 20:00:00,26
1581,2016-03-18 21:00:00,54
1582,2016-03-18 22:00:00,70
1583,2016-03-18 23:00:00,71
1584,2016-03-19 01:00:00,23
1585,2016-03-19 02:00:00,5
1586,2016-03-19 03:00:00,4
1587,2016-03-19 04:00:00,7
1588,2016-03-19 05:00:00,8
1589,2016-03-19 06:00:00,24
1590,2016-03-19 07:00:00,28
1591,2016-03-19 08:00:00,39
1592,2016-03-19 09:00:00,39
1593,2016-03-19 10:00:00,39
1594,2016-03-19 11:00:00,49
1595,2016-03-19 12:00:00,50
1596,2016-03-21 00:00:00,76
1597,2016-03-21 09:00:00,39
1598,2016-03-21 10:00:00,28
1599,2016-03-21 11:00:00,40
1600,2016-03-21 12:00:00,67
1601,2016-03-21 13:00:00,9
1602,2016-03-21 15:00:00,48
1603,2016-03-21 16:00:00,54
1604,2016-03-21 17:00:00,45
1605,2016-03-21 18:00:00,34
1606,2016-03-21 19:00:00,45
1607,2016-03-21 20:00:00,31
1608,2016-03-21 21:00:00,22
